ID;NAMES
95258;Frouville
91022;Arrancourt
77524;Vimpelles
95241;Fontenay-en-Parisis
77319;Mortery
77125;Conde-Sainte-Libiaire
91511;Pussay
93047;Montfermeil
93079;Villetaneuse
78087;Bonnelles
77058;Bussy-Saint-Georges
77332;Nantouillet
95594;Seugy
77241;Juilly
95509;Puiseux-en-France
77530;Voulton
77047;Bouleurs
91526;Roinvilliers
91629;Valpuiseaux
78077;La Boissiere-Ecole
78606;Le Tartre-Gaudran
95395;Le Mesnil-Aubry
78545;Saint-Cyr-l'Ecole
77476;Trocy-en-Multien
95584;Santeuil
91037;Auvernaux
77200;Garentreville
78107;Breval
92072;Sevres
78481;Le Pecq
95610;Themericourt
78502;Le Port-Marly
77532;Vulaines-les-Provins
95151;Chauvry
95210;Enghien-les-Bains
78397;Le Mesnil-Saint-Denis
94055;Ormesson-sur-Marne
77325;Mouy-sur-Seine
78171;Conde-sur-Vesgre
91027;Athis-Mons
91135;Champcueil
91461;Ollainville
78050;Bazoches-sur-Guyonne
91121;Buno-Bonnevaux
77257;Lizy-sur-Ourcq
92024;Clichy
91662;Villeconin
78346;Longnes
77343;Ocquerre
77518;Villiers-en-Biere
91093;Boullay-les-Troux
77508;Villeneuve-le-Comte
78057;Bennecourt
77229;La Houssaye-en-Brie
78601;Sonchamp
91312;Igny
95409;Moisselles
77181;Ferrieres-en-Brie
95604;Survilliers
77358;Penchard
91386;Mennecy
77521;Villiers-sur-Morin
77262;Louan-Villegruis-Fontaine
77350;Ozoir-la-Ferriere
95371;Marly-la-Ville
77156;Darvault
77471;Tousson
91345;Longjumeau
91553;Saint-Germain-les-Corbeil
95056;Belloy-en-France
91222;Estouches
78307;Hermeray
77226;Hericy
77007;Argentieres
91097;Boussy-Saint-Antoine
95572;Saint-Ouen-l'Aumone
77387;Remauville
77046;Boulancourt
78172;Conflans-Sainte-Honorine
94016;Cachan
78455;Noisy-le-Roi
92078;Villeneuve-la-Garenne
95678;Villiers-Adam
93031;Epinay-sur-Seine
95183;Courdimanche
78380;Maule
78118;Buchelay
78562;Saint-Leger-en-Yvelines
78302;La Hauteville
77183;La Ferte-sous-Jouarre
77157;Dhuisy
78290;Guernes
77345;Orly-sur-Morin
77129;Coulombs-en-Valois
91579;Saint-Vrain
94078;Villeneuve-Saint-Georges
91332;Leudeville
77186;Fontainebleau
94003;Arcueil
92002;Antony
95176;Cormeilles-en-Parisis
94071;Sucy-en-Brie
78548;Saint-Forget
78423;Montigny-le-Bretonneux
91284;Les Granges-le-Roi
95651;Vetheuil
77467;La Tombe
95652;Viarmes
78305;Herbeville
77309;Monthyon
95543;Saint-Cyr-en-Arthies
78655;Vieille-Eglise-en-Yvelines
92033;Garches
91347;Longpont-sur-Orge
92077;Ville-d'Avray
95582;Sannois
94046;Maisons-Alfort
78020;Arnouville-les-Mantes
77402;Saint-Barthelemy
95088;Bonneuil-en-France
77204;Germigny-sous-Coulombs
77210;La Grande-Paroisse
77206;Giremoutiers
95394;Mery-sur-Oise
95660;Villaines-sous-Bois
91248;La Foret-Sainte-Croix
